experience_years,test_score,interview_score,communication,performance_score,hire_decision,degree,city,application_source,hobby,preferred_language
10.82,28,1,2,33,Reject,BCA,Hyderabad,Campus,Travel,Spanish
6.5,41,10,7,57,Hold,MCA,Pune,Referral,Music,German
11.7,50,1,4,52,Hold,B.Tech,Hyderabad,Referral,Travel,German
7.64,88,5,3,67,Hold,MBA,Kolkata,Referral,Photography,Spanish
11.93,32,1,9,46,Reject,M.Tech,Bangalore,Indeed,Travel,Hindi
6.55,71,6,8,70,Hire,BCA,Bangalore,Campus,Sports,Spanish
6.32,42,6,1,29,Reject,M.Tech,Delhi,Website,Sports,French
1.63,40,10,4,57,Hold,B.Sc,Bangalore,LinkedIn,Sports,Spanish
4.27,52,1,6,39,Reject,B.Sc,Mumbai,Campus,Reading,Spanish
0.31,21,1,4,23,Reject,B.Tech,Delhi,Indeed,Photography,German
1.92,57,8,6,49,Reject,M.Tech,Delhi,LinkedIn,Music,Hindi
8.95,44,3,4,31,Reject,BCA,Kolkata,Referral,Travel,English
0.36,20,7,10,35,Reject,BCA,Delhi,Campus,Gaming,Spanish
4.4,26,2,1,20,Reject,BCA,Pune,Campus,Travel,Hindi
10.35,87,4,2,58,Hold,MBA,Mumbai,Referral,Sports,German
8.31,24,8,7,50,Hold,MCA,Kolkata,Campus,Travel,Spanish
8.29,32,7,4,48,Reject,MBA,Chennai,Campus,Reading,Spanish
2.26,34,7,3,34,Reject,B.Tech,Kolkata,Campus,Photography,French
5.3,78,9,5,68,Hold,MBA,Kolkata,Referral,Gaming,English
6.98,24,3,4,36,Reject,MCA,Bangalore,LinkedIn,Photography,Hindi
11.88,69,6,1,57,Hold,M.Tech,Hyderabad,Website,Music,Spanish
2.45,41,9,6,48,Reject,B.Tech,Pune,Referral,Sports,French
2.97,60,3,5,39,Reject,MBA,Pune,LinkedIn,Travel,French
3.15,37,2,1,23,Reject,B.Tech,Delhi,Indeed,Photography,English
9.0,86,8,7,67,Hold,MBA,Kolkata,Campus,Sports,Spanish
5.48,73,1,7,50,Hold,B.Sc,Mumbai,Indeed,Sports,Hindi
0.68,66,10,6,63,Hold,MBA,Pune,Referral,Travel,Spanish
6.1,52,8,10,61,Hold,MCA,Mumbai,LinkedIn,Travel,Hindi
2.54,28,7,9,41,Reject,BCA,Bangalore,Campus,Travel,French
9.58,52,9,4,56,Hold,M.Tech,Delhi,Campus,Reading,Hindi
3.57,94,1,1,61,Hold,MCA,Chennai,LinkedIn,Music,Hindi
0.33,51,6,3,29,Reject,B.Sc,Bangalore,Referral,Sports,English
7.12,79,4,2,50,Hold,MCA,Hyderabad,LinkedIn,Music,French
10.13,69,6,9,58,Hold,B.Sc,Hyderabad,LinkedIn,Reading,Hindi
4.57,31,2,7,41,Reject,M.Tech,Kolkata,Website,Travel,French
9.0,31,3,9,41,Reject,M.Tech,Bangalore,LinkedIn,Sports,French
6.13,74,2,9,55,Hold,M.Tech,Delhi,LinkedIn,Sports,French
6.49,28,6,2,43,Reject,MCA,Hyderabad,Website,Reading,Hindi
11.51,29,6,6,49,Reject,B.Tech,Chennai,Campus,Photography,Spanish
9.65,92,6,7,74,Hire,MCA,Hyderabad,Campus,Reading,German
0.39,92,2,2,53,Hold,MBA,Chennai,Campus,Gaming,English
8.51,67,3,7,66,Hold,MCA,Chennai,Website,Sports,French
5.58,93,5,6,67,Hold,B.Sc,Chennai,Website,Music,French
11.37,96,1,3,56,Hold,BCA,Mumbai,Referral,Photography,Spanish
2.66,31,9,6,53,Hold,BCA,Mumbai,Referral,Travel,Spanish
3.2,89,7,1,63,Hold,B.Sc,Kolkata,Campus,Travel,Spanish
0.98,77,7,8,71,Hire,MBA,Delhi,Referral,Travel,French
5.14,64,3,5,67,Hold,MCA,Bangalore,LinkedIn,Sports,French
1.31,23,2,5,29,Reject,BCA,Chennai,Referral,Music,Hindi
7.61,41,5,1,38,Reject,MBA,Pune,Website,Gaming,Hindi
9.64,84,9,3,73,Hire,MCA,Pune,Indeed,Sports,Hindi
8.36,51,8,8,66,Hold,B.Sc,Delhi,Indeed,Music,English
9.19,63,2,9,59,Hold,M.Tech,Hyderabad,LinkedIn,Sports,Spanish
4.11,56,9,10,67,Hold,B.Sc,Kolkata,Website,Photography,Spanish
10.15,79,10,2,62,Hold,B.Tech,Delhi,Indeed,Reading,English
5.15,35,6,9,43,Reject,BCA,Delhi,Referral,Reading,English
9.89,59,5,1,60,Hold,MBA,Mumbai,Campus,Reading,English
7.52,88,3,1,57,Hold,B.Sc,Bangalore,Indeed,Gaming,Hindi
1.72,21,10,4,35,Reject,MBA,Kolkata,Campus,Travel,French
0.94,34,4,4,36,Reject,B.Tech,Kolkata,Referral,Photography,French
0.22,97,7,4,73,Hire,M.Tech,Kolkata,Referral,Reading,Hindi
0.8,88,9,10,75,Hire,BCA,Pune,Indeed,Reading,German
5.5,51,4,10,42,Reject,MBA,Kolkata,Campus,Music,Hindi
1.36,76,8,6,70,Hire,MBA,Mumbai,Indeed,Reading,German
0.33,57,3,4,40,Reject,MBA,Chennai,Referral,Gaming,German
9.06,49,10,10,72,Hire,MCA,Mumbai,Referral,Gaming,Spanish
4.74,67,9,7,66,Hold,BCA,Mumbai,Indeed,Travel,Hindi
8.96,89,7,2,65,Hold,MCA,Bangalore,Referral,Travel,Hindi
5.43,25,4,5,42,Reject,B.Tech,Kolkata,Indeed,Reading,French
5.4,54,8,6,61,Hold,MBA,Bangalore,Campus,Reading,Hindi
5.74,47,2,5,50,Hold,MBA,Pune,Referral,Sports,French
5.69,83,10,9,78,Hire,B.Tech,Kolkata,Referral,Sports,French
9.64,82,5,3,69,Hold,MBA,Chennai,Indeed,Travel,English
4.83,31,6,8,48,Reject,B.Tech,Mumbai,Campus,Sports,French
10.86,78,5,1,49,Reject,MBA,Chennai,Indeed,Photography,French
0.44,28,4,3,31,Reject,B.Tech,Hyderabad,Indeed,Photography,Spanish
9.29,73,2,8,64,Hold,B.Sc,Mumbai,Website,Gaming,English
1.51,56,1,7,48,Reject,MCA,Chennai,Referral,Music,English
7.42,94,6,8,69,Hold,B.Tech,Delhi,Referral,Music,Hindi
0.12,32,4,1,20,Reject,MCA,Bangalore,Campus,Travel,English
6.46,46,1,9,46,Reject,M.Tech,Kolkata,Website,Gaming,French
0.04,96,10,10,77,Hire,MCA,Mumbai,Website,Travel,Spanish
11.41,22,2,9,49,Reject,MCA,Bangalore,Referral,Photography,Spanish
10.86,90,9,9,82,Hire,B.Sc,Pune,Indeed,Gaming,Spanish
9.55,40,10,2,47,Reject,M.Tech,Bangalore,Referral,Photography,French
10.98,67,3,8,60,Hold,B.Tech,Mumbai,Website,Music,Spanish
1.75,66,1,10,45,Reject,M.Tech,Bangalore,Referral,Photography,Spanish
1.89,20,9,10,60,Hold,B.Tech,Bangalore,Referral,Travel,Hindi
2.25,72,6,10,61,Hold,MBA,Hyderabad,Website,Gaming,Hindi
7.47,25,6,10,52,Hold,MBA,Kolkata,LinkedIn,Gaming,French
10.87,36,5,4,46,Reject,B.Tech,Mumbai,Website,Music,German
11.88,64,8,3,54,Hold,MBA,Chennai,Campus,Photography,English
8.53,49,2,10,61,Hold,MCA,Hyderabad,Referral,Travel,Spanish
8.78,68,4,7,53,Hold,MCA,Bangalore,Referral,Music,Hindi
10.91,70,3,5,57,Hold,M.Tech,Kolkata,Referral,Gaming,German
4.81,37,6,1,50,Hold,MBA,Pune,Website,Gaming,French
3.0,77,4,9,60,Hold,B.Tech,Delhi,Referral,Sports,Spanish
2.08,52,10,8,66,Hold,B.Tech,Bangalore,Referral,Reading,English
1.43,98,7,1,65,Hold,MBA,Kolkata,LinkedIn,Gaming,French
9.75,21,5,4,30,Reject,BCA,Mumbai,LinkedIn,Music,Hindi
1.76,41,9,5,60,Hold,MCA,Bangalore,Website,Photography,English
3.17,20,7,4,35,Reject,M.Tech,Pune,Indeed,Reading,German
9.83,96,7,7,89,Hire,BCA,Mumbai,Referral,Sports,Spanish
3.73,41,1,6,29,Reject,B.Sc,Delhi,Referral,Music,English
11.79,99,4,10,86,Hire,B.Sc,Hyderabad,Campus,Music,English
3.2,72,9,3,65,Hold,B.Tech,Mumbai,Website,Reading,Spanish
6.4,76,2,1,53,Hold,MCA,Hyderabad,LinkedIn,Sports,Hindi
3.77,86,7,5,55,Hold,MCA,Bangalore,Campus,Photography,English
10.93,98,1,2,53,Hold,BCA,Bangalore,Website,Travel,English
4.4,76,7,7,73,Hire,BCA,Hyderabad,LinkedIn,Photography,German
5.2,29,9,1,46,Reject,B.Tech,Mumbai,Referral,Travel,French
6.15,31,9,4,45,Reject,BCA,Hyderabad,LinkedIn,Music,German
11.27,79,4,2,57,Hold,B.Sc,Hyderabad,Referral,Reading,German
0.37,33,3,1,29,Reject,MCA,Hyderabad,Campus,Sports,English
8.6,68,2,10,56,Hold,MCA,Delhi,Indeed,Reading,English
10.69,52,3,5,63,Hold,MBA,Hyderabad,Indeed,Music,Spanish
0.33,65,6,1,38,Reject,B.Sc,Chennai,LinkedIn,Photography,English
6.26,39,8,8,58,Hold,M.Tech,Pune,Campus,Music,English
3.91,53,9,9,66,Hold,MBA,Chennai,Campus,Sports,Spanish
10.31,66,10,7,65,Hold,MBA,Mumbai,Indeed,Sports,Hindi
6.7,74,6,10,80,Hire,B.Tech,Hyderabad,LinkedIn,Sports,French
8.28,92,9,4,76,Hire,MBA,Pune,Campus,Travel,Hindi
5.43,85,3,10,67,Hold,M.Tech,Chennai,Indeed,Photography,French
7.54,91,6,4,73,Hire,B.Tech,Pune,Indeed,Music,English
3.48,76,8,10,73,Hire,B.Tech,Kolkata,Campus,Gaming,German
0.11,53,2,1,33,Reject,B.Sc,Kolkata,Indeed,Photography,German
6.92,73,6,7,64,Hold,MCA,Hyderabad,Indeed,Music,German
3.74,79,1,10,63,Hold,BCA,Bangalore,Indeed,Sports,French
6.21,93,2,2,48,Reject,B.Tech,Kolkata,Campus,Travel,French
11.0,88,2,2,65,Hold,MCA,Kolkata,LinkedIn,Music,French
5.12,69,4,2,47,Reject,MCA,Bangalore,Indeed,Gaming,French
2.97,55,7,4,53,Hold,MCA,Kolkata,Referral,Sports,French
4.46,88,2,9,53,Hold,B.Tech,Mumbai,Referral,Travel,German
11.18,91,5,5,60,Hold,B.Tech,Mumbai,Indeed,Reading,English
11.24,71,10,1,64,Hold,MBA,Bangalore,LinkedIn,Sports,German
10.13,26,5,5,43,Reject,B.Sc,Mumbai,Campus,Sports,German
11.04,24,6,5,44,Reject,BCA,Hyderabad,Website,Reading,Spanish
2.73,43,10,8,59,Hold,B.Tech,Pune,Campus,Gaming,German
1.05,41,10,6,60,Hold,MCA,Chennai,Campus,Sports,Hindi
2.73,55,10,2,52,Hold,BCA,Hyderabad,Referral,Music,Hindi
3.77,79,10,1,57,Hold,MBA,Pune,LinkedIn,Travel,French
2.1,59,2,1,32,Reject,B.Sc,Delhi,Indeed,Sports,German
7.29,86,1,9,50,Hold,MCA,Bangalore,Website,Music,Spanish
4.96,80,8,3,58,Hold,M.Tech,Hyderabad,Indeed,Photography,Hindi
9.8,53,7,5,46,Reject,B.Sc,Kolkata,Referral,Photography,Hindi
2.22,28,1,1,21,Reject,M.Tech,Pune,Indeed,Gaming,French
8.42,23,5,7,47,Reject,MCA,Pune,Referral,Gaming,Hindi
2.88,88,2,10,60,Hold,M.Tech,Bangalore,Website,Sports,German
6.89,26,8,8,49,Reject,M.Tech,Bangalore,Referral,Music,German
4.19,27,1,7,32,Reject,MBA,Kolkata,Referral,Photography,Spanish
0.68,87,4,2,55,Hold,B.Sc,Kolkata,LinkedIn,Gaming,French
2.75,49,7,8,51,Hold,BCA,Delhi,Indeed,Music,Spanish
7.97,97,3,1,56,Hold,B.Tech,Kolkata,Campus,Travel,German
5.97,56,4,8,56,Hold,B.Sc,Kolkata,Indeed,Music,French
6.23,94,8,8,87,Hire,M.Tech,Chennai,Referral,Reading,French
2.1,49,8,2,37,Reject,MCA,Mumbai,Website,Music,Hindi
6.85,75,7,2,46,Reject,B.Sc,Bangalore,Campus,Travel,Hindi
11.96,69,10,10,79,Hire,B.Tech,Kolkata,Referral,Travel,German
9.8,65,7,4,65,Hold,MBA,Bangalore,Website,Photography,English
7.13,30,10,1,44,Reject,MBA,Chennai,LinkedIn,Music,Spanish
11.71,35,3,10,44,Reject,B.Sc,Pune,Campus,Photography,Hindi
10.82,90,3,5,69,Hold,BCA,Mumbai,Indeed,Music,Hindi
7.15,43,1,3,36,Reject,M.Tech,Kolkata,Indeed,Gaming,French
0.39,56,7,8,59,Hold,B.Tech,Chennai,LinkedIn,Travel,Hindi
1.12,44,4,3,32,Reject,B.Tech,Kolkata,LinkedIn,Music,Spanish
0.78,89,3,1,56,Hold,MCA,Bangalore,Indeed,Travel,Hindi
5.42,45,9,10,71,Hire,B.Tech,Hyderabad,Campus,Photography,Spanish
4.51,92,10,10,74,Hire,MBA,Pune,Indeed,Gaming,Spanish
11.7,96,5,1,64,Hold,M.Tech,Bangalore,Campus,Photography,French
2.02,98,7,8,71,Hire,M.Tech,Delhi,LinkedIn,Sports,Spanish
11.67,64,7,5,54,Hold,MBA,Hyderabad,LinkedIn,Travel,Hindi
9.21,31,3,2,21,Reject,MBA,Kolkata,LinkedIn,Sports,French
9.89,30,2,3,36,Reject,B.Tech,Kolkata,Campus,Travel,Hindi
7.59,72,8,5,61,Hold,B.Sc,Hyderabad,Indeed,Music,Hindi
8.02,50,5,10,58,Hold,MCA,Hyderabad,LinkedIn,Music,Spanish
5.72,50,4,9,59,Hold,M.Tech,Chennai,Website,Travel,Hindi
0.16,82,3,6,47,Reject,MBA,Kolkata,Referral,Reading,Spanish
4.24,41,5,3,32,Reject,MBA,Bangalore,Website,Gaming,Hindi
5.9,42,9,1,57,Hold,MCA,Bangalore,Referral,Sports,Hindi
8.76,62,1,9,49,Reject,MCA,Delhi,LinkedIn,Sports,Hindi
5.62,76,3,10,63,Hold,MCA,Kolkata,LinkedIn,Music,German
5.49,57,4,5,42,Reject,BCA,Pune,Campus,Reading,English
1.65,63,5,9,63,Hold,M.Tech,Pune,Referral,Music,Spanish
0.13,92,5,8,67,Hold,B.Sc,Hyderabad,Website,Music,Hindi
9.1,21,4,1,40,Reject,M.Tech,Hyderabad,LinkedIn,Music,English
3.84,36,4,2,30,Reject,B.Tech,Kolkata,LinkedIn,Gaming,French
11.81,46,4,10,67,Hold,M.Tech,Delhi,LinkedIn,Gaming,German
2.64,21,5,9,39,Reject,B.Tech,Chennai,LinkedIn,Reading,Hindi
4.06,72,3,9,52,Hold,MBA,Kolkata,LinkedIn,Travel,German
6.29,79,3,10,64,Hold,MCA,Hyderabad,Campus,Photography,English
9.06,73,7,9,81,Hire,MBA,Kolkata,Referral,Travel,Spanish
5.57,99,10,10,92,Hire,BCA,Bangalore,LinkedIn,Reading,Spanish
1.5,75,4,7,55,Hold,M.Tech,Hyderabad,LinkedIn,Reading,English
3.75,95,5,5,59,Hold,MCA,Hyderabad,Campus,Gaming,Spanish
6.05,48,10,9,73,Hire,B.Tech,Delhi,Indeed,Travel,English
8.09,74,3,7,56,Hold,BCA,Hyderabad,Website,Photography,Hindi
9.24,33,5,8,50,Hold,B.Sc,Hyderabad,LinkedIn,Music,English
1.56,27,6,2,20,Reject,BCA,Delhi,LinkedIn,Sports,Spanish
0.27,35,6,2,30,Reject,BCA,Chennai,Website,Reading,English
6.23,54,4,9,50,Hold,MCA,Kolkata,Website,Reading,Hindi
9.72,71,1,2,55,Hold,M.Tech,Hyderabad,Website,Travel,German
0.15,63,5,8,53,Hold,B.Sc,Pune,LinkedIn,Reading,English
8.07,95,2,3,56,Hold,B.Sc,Kolkata,LinkedIn,Travel,Spanish
8.24,98,3,8,75,Hire,M.Tech,Bangalore,Website,Gaming,Spanish
5.39,71,10,3,61,Hold,MBA,Delhi,Referral,Travel,Spanish
10.98,77,6,2,56,Hold,MCA,Bangalore,Campus,Reading,German
7.73,49,3,3,43,Reject,M.Tech,Kolkata,Campus,Reading,German
0.06,88,1,10,55,Hold,B.Sc,Hyderabad,Indeed,Photography,Hindi
5.81,80,9,6,60,Hold,M.Tech,Kolkata,Referral,Sports,German
10.31,69,3,6,65,Hold,B.Tech,Delhi,Referral,Photography,English
9.96,100,7,9,79,Hire,BCA,Delhi,LinkedIn,Photography,French
7.79,22,8,8,44,Reject,B.Tech,Hyderabad,LinkedIn,Photography,English
8.08,23,5,4,33,Reject,BCA,Pune,Referral,Gaming,English
6.94,98,8,1,60,Hold,MBA,Mumbai,Campus,Travel,English
3.29,92,8,1,59,Hold,MBA,Kolkata,Campus,Photography,Hindi
6.73,45,6,2,45,Reject,MBA,Hyderabad,Campus,Gaming,English
8.06,59,7,7,66,Hold,BCA,Kolkata,Referral,Travel,Spanish
4.23,29,9,8,48,Reject,B.Sc,Kolkata,Indeed,Sports,English
10.27,63,3,6,48,Reject,M.Tech,Delhi,Website,Reading,English
2.34,76,2,3,41,Reject,MCA,Chennai,Referral,Travel,French
8.97,84,9,5,82,Hire,M.Tech,Mumbai,Campus,Travel,Hindi
3.48,29,7,3,26,Reject,MCA,Hyderabad,Campus,Gaming,German
9.29,21,7,10,54,Hold,M.Tech,Kolkata,Website,Reading,German
5.13,35,3,6,38,Reject,B.Sc,Chennai,Campus,Sports,Spanish
9.69,99,6,9,80,Hire,BCA,Hyderabad,Campus,Music,French
4.24,83,4,1,47,Reject,B.Sc,Mumbai,Referral,Travel,German
2.56,25,10,2,39,Reject,MBA,Mumbai,Website,Reading,English
9.21,84,9,6,73,Hire,BCA,Bangalore,Website,Sports,French
3.7,47,10,2,43,Reject,B.Sc,Hyderabad,LinkedIn,Reading,Hindi
8.8,38,8,10,53,Hold,B.Sc,Hyderabad,Website,Music,English
8.93,35,10,10,64,Hold,B.Tech,Mumbai,Campus,Reading,English
2.66,31,8,4,33,Reject,B.Tech,Hyderabad,LinkedIn,Sports,German
2.57,90,5,6,64,Hold,MBA,Chennai,Website,Travel,Spanish
2.39,71,2,8,46,Reject,MCA,Pune,Website,Reading,English
1.71,25,6,5,45,Reject,B.Tech,Mumbai,LinkedIn,Music,German
4.52,88,10,1,57,Hold,MCA,Kolkata,Campus,Gaming,French
0.32,40,9,10,58,Hold,B.Sc,Pune,Website,Travel,English
1.33,72,3,1,40,Reject,MCA,Bangalore,Indeed,Reading,English
8.09,79,10,1,57,Hold,MCA,Pune,LinkedIn,Travel,English
9.6,56,3,3,53,Hold,B.Sc,Hyderabad,Indeed,Gaming,French
0.97,22,9,7,34,Reject,B.Tech,Bangalore,Campus,Reading,German
2.78,88,2,3,51,Hold,MCA,Hyderabad,Indeed,Photography,English
2.49,46,10,10,65,Hold,MBA,Pune,Referral,Music,French
11.01,41,5,5,50,Hold,B.Tech,Chennai,Indeed,Gaming,French
8.54,64,6,9,60,Hold,BCA,Hyderabad,Campus,Gaming,German
6.65,62,4,5,47,Reject,BCA,Kolkata,Indeed,Travel,English
3.65,62,5,6,59,Hold,M.Tech,Hyderabad,Campus,Music,English
10.02,68,3,9,62,Hold,B.Tech,Pune,LinkedIn,Reading,German
5.22,73,4,6,53,Hold,B.Tech,Mumbai,Website,Gaming,French
11.08,24,6,1,33,Reject,BCA,Mumbai,Campus,Reading,Spanish
8.47,36,1,7,36,Reject,MCA,Mumbai,Website,Sports,German
5.74,69,3,7,51,Hold,BCA,Kolkata,LinkedIn,Photography,French
1.51,40,5,1,21,Reject,B.Tech,Mumbai,LinkedIn,Music,French
11.71,39,2,4,41,Reject,MBA,Delhi,Indeed,Photography,French
1.92,53,5,4,36,Reject,M.Tech,Pune,Indeed,Photography,German
2.43,84,3,3,51,Hold,BCA,Delhi,Referral,Gaming,English
5.17,65,8,8,65,Hold,MBA,Chennai,Campus,Music,Spanish
4.85,54,7,4,41,Reject,BCA,Mumbai,Referral,Sports,English
1.76,55,9,8,51,Hold,M.Tech,Pune,Referral,Sports,Hindi
8.75,44,3,6,52,Hold,MBA,Hyderabad,Website,Photography,English
2.26,80,10,2,61,Hold,B.Sc,Chennai,Referral,Sports,Spanish
7.73,32,5,10,46,Reject,MCA,Mumbai,Website,Photography,English
9.05,56,9,1,48,Reject,MCA,Delhi,LinkedIn,Music,Spanish
2.53,58,8,7,60,Hold,MBA,Delhi,LinkedIn,Photography,Hindi
7.21,35,1,10,35,Reject,M.Tech,Kolkata,Website,Photography,English
8.99,62,8,6,66,Hold,M.Tech,Chennai,Indeed,Photography,Hindi
7.66,86,10,2,69,Hold,B.Sc,Bangalore,Referral,Sports,Spanish
7.17,94,8,3,65,Hold,MCA,Mumbai,Website,Photography,Hindi
3.55,59,8,8,67,Hold,M.Tech,Kolkata,Website,Photography,English
8.78,20,2,7,34,Reject,MBA,Chennai,Campus,Gaming,English
11.34,30,8,6,56,Hold,B.Sc,Bangalore,Campus,Sports,French
5.11,52,4,9,50,Hold,M.Tech,Delhi,Referral,Photography,French
9.39,21,1,4,35,Reject,M.Tech,Delhi,Campus,Reading,Hindi
0.67,46,8,9,51,Hold,MBA,Hyderabad,Campus,Reading,Spanish
10.02,55,8,4,62,Hold,B.Tech,Mumbai,LinkedIn,Sports,French
2.31,59,6,10,67,Hold,B.Sc,Pune,Campus,Reading,French
4.74,50,10,6,68,Hold,B.Sc,Hyderabad,Referral,Music,German
3.6,26,4,9,36,Reject,B.Tech,Bangalore,Campus,Gaming,Hindi
0.96,85,9,9,72,Hire,BCA,Bangalore,Campus,Photography,German
10.86,99,2,4,77,Hire,MBA,Pune,Indeed,Travel,French
4.44,74,7,3,53,Hold,M.Tech,Hyderabad,Indeed,Music,Hindi
6.37,78,3,3,55,Hold,B.Sc,Pune,Referral,Sports,German
5.93,64,9,8,73,Hire,B.Sc,Mumbai,Referral,Music,English
1.59,36,5,6,45,Reject,B.Tech,Delhi,Campus,Reading,French
2.48,81,4,3,54,Hold,MCA,Hyderabad,Indeed,Gaming,Spanish
0.91,96,10,8,85,Hire,BCA,Chennai,LinkedIn,Travel,French
6.1,22,2,8,35,Reject,MCA,Mumbai,LinkedIn,Music,French
3.14,54,6,3,57,Hold,B.Sc,Bangalore,LinkedIn,Photography,French
4.28,96,10,7,78,Hire,MCA,Delhi,LinkedIn,Sports,Spanish
1.3,63,2,5,45,Reject,MCA,Kolkata,LinkedIn,Reading,Hindi
9.45,42,2,9,45,Reject,B.Tech,Hyderabad,Website,Reading,French
1.28,91,3,1,38,Reject,B.Sc,Hyderabad,Indeed,Reading,French
11.83,41,9,7,50,Hold,MBA,Bangalore,Referral,Gaming,German
2.13,99,3,1,49,Reject,B.Sc,Delhi,Referral,Gaming,Hindi
6.87,67,9,6,66,Hold,M.Tech,Hyderabad,Campus,Gaming,Hindi
0.54,79,7,1,49,Reject,B.Sc,Hyderabad,Campus,Photography,Spanish
9.45,91,5,5,65,Hold,BCA,Hyderabad,LinkedIn,Music,English
2.28,83,7,3,56,Hold,MCA,Bangalore,Website,Gaming,Spanish
6.33,55,6,7,50,Hold,MBA,Kolkata,Referral,Reading,Hindi
8.88,49,5,9,49,Reject,B.Tech,Delhi,Referral,Gaming,French
1.8,73,4,3,47,Reject,BCA,Bangalore,Referral,Photography,English
6.61,54,6,5,45,Reject,B.Tech,Delhi,Website,Music,Spanish
2.6,33,9,1,31,Reject,BCA,Mumbai,Referral,Gaming,German
9.11,89,4,9,67,Hold,BCA,Kolkata,LinkedIn,Photography,Hindi
8.67,67,7,8,61,Hold,B.Tech,Delhi,LinkedIn,Sports,German
2.12,25,7,9,41,Reject,B.Tech,Delhi,Website,Reading,German
10.34,74,7,8,74,Hire,B.Sc,Pune,Indeed,Sports,Spanish
0.24,52,1,9,48,Reject,B.Tech,Bangalore,Referral,Music,English
10.32,32,9,9,61,Hold,MCA,Delhi,Website,Gaming,French
6.71,47,3,10,51,Hold,MBA,Delhi,LinkedIn,Reading,Hindi
4.84,89,7,3,72,Hire,MCA,Chennai,Referral,Gaming,French
9.1,37,8,5,45,Reject,MBA,Pune,LinkedIn,Sports,Spanish
8.6,50,2,3,38,Reject,B.Sc,Hyderabad,LinkedIn,Sports,French
11.85,53,7,4,48,Reject,B.Sc,Kolkata,Website,Photography,Hindi
3.34,77,1,9,58,Hold,B.Sc,Pune,Indeed,Travel,English
0.05,33,2,6,42,Reject,B.Tech,Chennai,Indeed,Sports,German
11.21,22,2,2,39,Reject,B.Tech,Bangalore,Campus,Music,English
10.29,93,8,3,80,Hire,B.Sc,Bangalore,Referral,Sports,French
8.75,54,3,2,47,Reject,BCA,Delhi,Campus,Gaming,Hindi
6.2,71,3,5,61,Hold,BCA,Kolkata,Indeed,Music,Spanish
8.48,35,5,7,40,Reject,MBA,Bangalore,Website,Gaming,French
9.37,27,5,2,31,Reject,B.Sc,Chennai,LinkedIn,Reading,Spanish
4.5,91,6,7,73,Hire,MCA,Pune,Campus,Sports,Hindi
9.24,96,8,6,72,Hire,B.Sc,Bangalore,LinkedIn,Music,Spanish
9.01,32,2,8,40,Reject,BCA,Bangalore,Indeed,Gaming,English
7.36,41,2,1,34,Reject,MCA,Kolkata,Website,Reading,Hindi
4.82,86,6,4,64,Hold,B.Tech,Delhi,Website,Music,French
8.37,29,5,1,32,Reject,MBA,Delhi,Indeed,Reading,French
0.04,56,3,7,52,Hold,BCA,Kolkata,Referral,Reading,French
9.3,79,8,2,66,Hold,B.Tech,Pune,Indeed,Travel,French
10.76,91,3,2,63,Hold,B.Sc,Bangalore,LinkedIn,Gaming,Hindi
2.87,65,8,7,60,Hold,M.Tech,Delhi,Website,Reading,Hindi
1.45,53,3,4,29,Reject,B.Sc,Delhi,Referral,Photography,French
2.64,97,7,5,62,Hold,BCA,Hyderabad,Indeed,Music,English
3.63,53,1,4,36,Reject,B.Sc,Mumbai,Website,Reading,Spanish
10.6,93,6,7,78,Hire,B.Tech,Delhi,Campus,Gaming,Hindi
6.52,58,10,7,66,Hold,B.Sc,Mumbai,Campus,Music,Hindi
3.44,90,9,6,67,Hold,M.Tech,Pune,LinkedIn,Sports,French
1.66,56,5,5,58,Hold,MBA,Delhi,Campus,Gaming,English
3.48,32,7,6,37,Reject,MBA,Pune,Campus,Sports,English
7.37,62,6,5,62,Hold,BCA,Pune,LinkedIn,Travel,Hindi
3.89,88,5,10,67,Hold,MCA,Hyderabad,Indeed,Music,German
5.49,45,4,8,57,Hold,MCA,Chennai,Indeed,Sports,German
5.33,60,1,7,33,Reject,B.Tech,Delhi,Referral,Photography,Spanish
9.94,77,1,2,44,Reject,MBA,Kolkata,Referral,Sports,Spanish
5.12,76,5,8,64,Hold,MCA,Mumbai,Referral,Photography,Hindi
4.15,73,8,3,66,Hold,B.Sc,Pune,Referral,Reading,Hindi
8.1,22,6,6,45,Reject,BCA,Delhi,Website,Gaming,French
2.66,32,6,6,37,Reject,MBA,Mumbai,LinkedIn,Gaming,English
5.61,25,10,8,62,Hold,MCA,Pune,Referral,Gaming,Spanish
3.78,48,4,2,36,Reject,M.Tech,Chennai,Referral,Sports,English
7.52,41,10,6,61,Hold,BCA,Kolkata,Referral,Gaming,Spanish
10.53,66,4,9,61,Hold,B.Tech,Chennai,Campus,Music,Hindi
5.37,42,6,7,50,Hold,MBA,Kolkata,Website,Music,Spanish
9.41,70,8,6,61,Hold,M.Tech,Delhi,Indeed,Sports,French
5.48,34,4,7,41,Reject,M.Tech,Pune,Website,Sports,English
7.87,88,7,7,67,Hold,MCA,Pune,Referral,Gaming,Hindi
1.58,41,9,2,49,Reject,MBA,Pune,Website,Music,Spanish
5.2,23,10,5,41,Reject,BCA,Kolkata,Indeed,Sports,Spanish
10.91,92,10,1,80,Hire,B.Sc,Hyderabad,LinkedIn,Photography,French
7.27,70,6,1,45,Reject,MCA,Hyderabad,Referral,Sports,French
9.2,71,7,3,66,Hold,BCA,Chennai,Campus,Reading,French
